name,ra,dec,dist,pmra,pmdec,rv,rcluster,n_star
LP_861,244.705,-52.88,4115.22633744856,-2.563,-3.9530000000000003,0,0.034,0
LP_866,261.768,-39.405,2557.544757033248,2.907,0.48,0,0.07,0
LP_876,316.055,42.074,2118.64406779661,-2.454,-4.273,0,0.081,0
LP_930,102.845,-1.801,2557.544757033248,-0.915,2.9960000000000004,0,0.078,0
LP_947,118.61,-27.518,3003.0030030030034,-4.263999999999999,3.6830000000000003,0,0.065,0
L_1641S,85.675,-8.133,437.062937062937,0.013000000000000001,-0.39,0,0.14300000000000002,0
Loden_1194,212.00599999999997,-59.786,752.4454477050414,-7.7620000000000005,-4.667,0,0.336,0
Loden_372,172.769,-58.507,1814.8820326678765,-6.807,0.9359999999999999,0,0.08800000000000001,0
Loden_46,155.884,-54.667,1142.857142857143,-11.367,4.645,0,0.327,0
Lynga_1,209.99400000000003,-62.152,2369.6682464454975,-5.303,-2.274,0,0.035,0
Lynga_14,253.764,-45.239,3246.753246753247,-0.336,-1.9769999999999999,0,0.035,0
Lynga_2,216.085,-61.328,967.1179883945841,-6.716,-4.696000000000001,0,0.198,0
Lynga_3,229.19400000000002,-58.373000000000005,9259.259259259257,-4.853,-3.727,0,0.018000000000000002,0
Lynga_4,233.34400000000002,-55.233999999999995,2857.1428571428573,-3.983,-3.0039999999999996,0,0.048,0
Lynga_5,235.46200000000002,-56.68,3278.688524590164,-3.66,-3.5610000000000004,0,0.078,0
Lynga_6,241.218,-51.96,2610.9660574412537,-1.8659999999999999,-2.7569999999999997,0,0.055999999999999994,0
Lynga_9,245.17,-48.523,2785.515320334262,-2.559,-2.415,0,0.061,0
Mamajek_1,130.637,-78.96300000000001,98.71668311944718,-29.834,26.99,0,0.36200000000000004,0
Mamajek_4,276.635,-50.772,449.64028776978415,4.646,-21.051,0,1.4040000000000001,0
Markarian_38,273.819,-18.997,1763.668430335097,0.845,-2.2769999999999997,0,0.044000000000000004,0
Markarian_50,348.806,60.448,3095.9752321981427,-3.465,-2.56,0,0.035,0
Mayer_1,5.502000000000001,61.751000000000005,2832.8611898016998,-3.341,-1.426,0,0.10099999999999999,0
Mayer_3,112.523,-18.553,4784.6889952153115,-1.892,2.336,0,0.026000000000000002,0
Melotte_101,160.535,-65.11,2277.904328018223,-6.307,3.483,0,0.136,0
Melotte_105,169.92,-63.486000000000004,2457.002457002457,-6.771,2.133,0,0.054000000000000006,0
Melotte_111,186.014,25.651999999999997,86.02890571231933,-12.03,-8.972999999999999,0,3.112,0
Melotte_20,51.617,48.975,176.42907551164433,22.864,-25.378,0,2.0269999999999997,0
Pleiades|Melotte_22,56.601000000000006,24.114,136.1285053090117,20.077,-45.503,0,1.274,0
Hyades|Melotte_25,67.447,16.948,47.420333839150224,103.01799999999999,-27.228,0,5.416,0
Melotte_66,111.573,-47.685,5464.48087431694,-1.474,2.745,0,0.08800000000000001,0
Melotte_71,114.383,-12.065,2304.147465437788,-2.4459999999999997,4.21,0,0.075,0
Melotte_72,114.618,-10.698,2710.027100271003,-4.159,3.68,0,0.053,0
Moffat_1,240.39700000000002,-54.148999999999994,2487.5621890547263,-2.211,-3.037,0,0.033,0
Muzzio_1,134.47799999999998,-47.761,1926.7822736030828,-5.261,4.224,0,0.124,0
NGC_1027,40.677,61.61600000000001,1133.7868480725624,-1.7530000000000001,2.09,0,0.22,0
NGC_103,6.312,61.326,3472.2222222222217,-2.823,-0.988,0,0.053,0
NGC_1039,40.531,42.722,513.083632632119,0.722,-5.681,0,0.40299999999999997,0
NGC_1193,46.486000000000004,44.383,6289.308176100629,-0.125,-0.32899999999999996,0,0.027000000000000003,0
NGC_1220,47.92,53.343999999999994,3367.003367003367,0.187,-0.7170000000000001,0,0.022000000000000002,0
NGC_1245,48.691,47.235,3460.2076124567475,0.504,-1.579,0,0.109,0
NGC_129,7.607,60.213,1956.9471624266143,-2.605,-1.0959999999999999,0,0.16899999999999998,0
NGC_1333,52.297,31.31,299.04306220095697,7.425,-9.865,0,0.095,0
NGC_1342,52.894,37.38,665.7789613848204,0.52,-1.604,0,0.289,0
NGC_1348,53.523999999999994,51.409,2475.2475247524753,1.288,-0.726,0,0.068,0
NGC_136,7.896,61.506,5524.861878453038,-1.6480000000000001,-0.522,0,0.027000000000000003,0
NGC_1444,57.361000000000004,52.658,1201.923076923077,-0.746,-1.829,0,0.055999999999999994,0
NGC_146,8.262,63.316,3257.328990228013,-2.864,-0.451,0,0.075,0
NGC_1496,61.111000000000004,52.668,1633.986928104575,1.511,-0.7559999999999999,0,0.044000000000000004,0
NGC_1502,61.95399999999999,62.332,1091.703056768559,-0.5710000000000001,-0.848,0,0.081,0
NGC_1513,62.47,49.504,1536.098310291859,1.324,-3.679,0,0.106,0
NGC_1528,63.878,51.218,1054.8523206751056,2.181,-2.246,0,0.235,0
NGC_1545,65.202,50.221000000000004,731.528895391368,-1.9569999999999999,-0.08199999999999999,0,0.29,0
NGC_1579,67.514,35.325,552.4861878453039,2.477,-4.945,0,0.11199999999999999,0
NGC_1582,67.985,43.718,1006.0362173038228,2.2159999999999997,-1.347,0,0.264,0
NGC_1605,68.745,45.269,3389.8305084745766,0.99,-1.9769999999999999,0,0.047,0
NGC_1624,70.16199999999999,50.458,6896.551724137931,0.006,-0.456,0,0.032,0
NGC_1647,71.48100000000001,19.079,597.0149253731344,-1.057,-1.5019999999999998,0,0.41700000000000004,0
NGC_1662,72.19800000000001,10.882,416.6666666666667,-1.128,-1.962,0,0.602,0
NGC_1664,72.763,43.676,1362.3978201634875,1.703,-5.7379999999999995,0,0.113,0
NGC_1708,75.87100000000001,52.851000000000006,971.8172983479104,0.276,-1.36,0,0.248,0
NGC_1724,75.83800000000001,49.495,4098.360655737705,1.02,0.048,0,0.055,0
NGC_1750,75.926,23.695,734.7538574577517,-0.96,-2.366,0,0.419,0
NGC_1758,76.175,23.813000000000002,906.6183136899366,3.156,-3.465,0,0.106,0
NGC_1778,77.033,37.02,1721.1703958691912,0.506,-3.145,0,0.11199999999999999,0
NGC_1798,77.914,47.691,5617.977528089887,0.9129999999999999,-0.318,0,0.039,0
NGC_1817,78.139,16.695999999999998,1814.8820326678765,0.485,-0.89,0,0.187,0
NGC_1857,80.031,39.336,3125.0,0.5529999999999999,-1.31,0,0.062,0
NGC_188,11.798,85.244,1972.386587771203,-2.307,-0.96,0,0.272,0
NGC_1883,81.48,46.493,4975.124378109453,0.496,-1.128,0,0.032,0
NGC_189,9.885,61.09,1295.3367875647668,0.33799999999999997,-3.306,0,0.079,0
NGC_1893,80.72399999999999,33.444,3745.318352059925,-0.231,-1.41,0,0.085,0
NGC_1901,79.561,-68.294,424.0882103477523,1.537,12.67,0,0.652,0
NGC_1907,82.03299999999999,35.33,1636.6612111292964,-0.04,-3.418,0,0.075,0
NGC_1912,82.167,35.824,1144.1647597254002,1.58,-4.4239999999999995,0,0.163,0
NGC_1960,84.084,34.135,1197.6047904191616,-0.155,-3.388,0,0.086,0
NGC_1977,83.815,-4.819,392.15686274509807,1.271,-0.753,0,0.128,0
NGC_1980,83.81,-5.9239999999999995,382.40917782026764,1.215,0.54,0,0.151,0
NGC_2099,88.074,32.545,1501.5015015015017,1.9240000000000002,-5.648,0,0.161,0
NGC_2112,88.45200000000001,0.40299999999999997,1140.2508551881415,-2.713,4.27,0,0.17300000000000001,0
NGC_2126,90.65799999999999,49.883,1338.6880856760374,0.848,-2.615,0,0.1,0
NGC_2129,90.275,23.328000000000003,2036.6598778004075,0.266,-2.2159999999999997,0,0.05,0
NGC_2141,90.734,10.450999999999999,5102.04081632653,-0.027999999999999997,-0.767,0,0.073,0
NGC_2158,91.86200000000001,24.099,5208.333333333333,-0.177,-2.002,0,0.044000000000000004,0
NGC_2168,92.272,24.336,884.1732979664014,2.3080000000000003,-2.905,0,0.319,0
NGC_2169,92.125,13.950999999999999,1018.3299389002037,-1.068,-1.655,0,0.076,0
NGC_2183,92.71700000000001,-6.212999999999999,825.7638315441785,-3.605,0.447,0,0.139,0
NGC_2184,91.69,-2.0,585.1375073142189,-0.648,-0.28800000000000003,0,0.3,0
NGC_2186,93.031,5.452999999999999,2421.3075060532688,0.415,-1.993,0,0.048,0
NGC_2192,93.819,39.846,4484.304932735426,0.193,-1.962,0,0.045,0
NGC_2194,93.44,12.812999999999999,3802.2813688212927,0.535,-1.4680000000000002,0,0.077,0
NGC_2204,93.882,-18.67,4784.6889952153115,-0.56,1.964,0,0.098,0
NGC_2215,95.199,-7.277,979.4319294809012,0.436,-3.673,0,0.17300000000000001,0
NGC_2225,96.652,-9.642999999999999,3448.2758620689656,-0.28,0.501,0,0.026000000000000002,0
NGC_2232,96.88799999999999,-4.749,326.0515161395501,-4.745,-1.84,0,0.516,0
NGC_2236,97.416,6.834,2857.1428571428573,-0.752,0.01,0,0.07,0
NGC_2243,97.395,-31.281999999999996,4739.336492890995,-1.2790000000000001,5.4879999999999995,0,0.046,0
NGC_2244,98.045,4.914,1620.745542949757,-1.598,0.179,0,0.23199999999999998,0
NGC_225,10.805,61.773999999999994,698.3240223463688,-5.372999999999999,-0.09300000000000001,0,0.21600000000000003,0
NGC_2251,98.68,8.337,1519.7568389057753,0.6970000000000001,-3.806,0,0.12300000000000001,0
NGC_2254,98.949,7.671,2747.252747252747,-0.127,-0.9440000000000001,0,0.039,0
NGC_2259,99.633,10.885,3067.484662576687,-0.273,-1.032,0,0.027999999999999997,0
NGC_2262,99.905,1.147,4484.304932735426,0.264,0.114,0,0.044000000000000004,0
NGC_2264,100.21700000000001,9.877,738.5524372230428,-1.69,-3.727,0,0.07200000000000001,0
NGC_2266,100.83200000000001,26.976,3663.003663003663,-0.473,-1.272,0,0.046,0
NGC_2269,100.818,4.628,2283.1050228310505,-1.143,-0.5589999999999999,0,0.026000000000000002,0
NGC_2281,102.09100000000001,41.06,527.4261603375528,-2.946,-8.321,0,0.41700000000000004,0
NGC_2286,101.916,-3.167,2457.002457002457,0.188,-1.4680000000000002,0,0.07400000000000001,0
NGC_2287,101.499,-20.715999999999998,735.2941176470588,-4.3389999999999995,-1.381,0,0.332,0
NGC_2301,102.943,0.465,881.0572687224669,-1.367,-2.1790000000000003,0,0.162,0
NGC_2302,102.977,-7.086,1250.0,-1.453,-0.228,0,0.065,0
NGC_2304,103.802,17.984,4566.210045662101,-0.024,-1.514,0,0.038,0
NGC_2309,104.02,-7.18,2544.5292620865143,-0.495,-0.634,0,0.052000000000000005,0
NGC_2311,104.455,-4.6160000000000005,2164.5021645021643,-1.3430000000000002,0.93,0,0.059000000000000004,0
NGC_2318,104.854,-13.822000000000001,1396.6480446927376,-1.781,-2.198,0,0.172,0
NGC_2323,105.684,-8.365,1003.0090270812437,-0.688,-0.611,0,0.263,0
NGC_2324,106.03299999999999,1.046,5235.602094240838,-0.309,-0.094,0,0.069,0
NGC_2335,106.69,-10.023,1709.4017094017095,-0.784,-0.642,0,0.11,0
NGC_2343,107.029,-10.619000000000002,1113.5857461024498,0.193,-0.195,0,0.064,0
NGC_2345,107.075,-13.199000000000002,2873.5632183908046,-1.3319999999999999,1.34,0,0.091,0
NGC_2353,108.641,-10.257,1225.4901960784314,-1.121,0.72,0,0.11599999999999999,0
NGC_2354,108.50299999999999,-25.724,1328.0212483399735,-2.885,1.8319999999999999,0,0.152,0
NGC_2355,109.24700000000001,13.772,2012.0724346076456,-3.802,-1.0859999999999999,0,0.078,0
NGC_2358,109.26100000000001,-17.143,942.5070688030161,-1.351,0.542,0,0.21,0
NGC_2360,109.443,-15.630999999999998,1108.6474501108646,0.38299999999999995,5.603,0,0.154,0
NGC_2362,109.671,-24.954,1347.7088948787061,-2.7910000000000004,2.9530000000000003,0,0.052000000000000005,0
NGC_2367,110.031,-21.866999999999997,2531.645569620253,-1.6680000000000001,2.5380000000000003,0,0.046,0
NGC_2374,111.016,-13.235,1315.7894736842104,-4.665,0.659,0,0.156,0
NGC_2383,111.17399999999999,-20.949,3521.1267605633807,-1.646,1.9069999999999998,0,0.036000000000000004,0
NGC_2396,111.984,-11.725,1531.3935681470136,-1.514,-0.249,0,0.184,0
NGC_2401,112.352,-13.968,4926.108374384236,-1.37,1.673,0,0.015,0
NGC_2414,113.29299999999999,-15.449000000000002,6172.83950617284,-1.41,1.426,0,0.043,0
NGC_2420,114.602,21.575,2754.8209366391184,-1.19,-2.125,0,0.053,0
NGC_2421,114.051,-20.627,2915.451895043732,-3.1310000000000002,3.097,0,0.096,0
NGC_2422,114.147,-14.489,483.09178743961354,-7.057,0.993,0,0.259,0
NGC_2423,114.29899999999999,-13.863,956.9377990430622,-0.735,-3.6319999999999997,0,0.268,0
NGC_2425,114.57700000000001,-14.885,3891.0505836575876,-3.571,2.004,0,0.046,0
NGC_2428,114.831,-16.55,1416.4305949008499,-3.3160000000000003,2.461,0,0.146,0
NGC_2432,115.223,-19.078,2028.3975659229209,-0.684,1.614,0,0.062,0
NGC_2437,115.445,-14.844000000000001,1658.374792703151,-3.838,0.365,0,0.21100000000000002,0
NGC_2439,115.194,-31.694000000000003,4310.344827586207,-2.283,3.159,0,0.071,0
NGC_2447,116.141,-23.853,1033.0578512396694,-3.551,5.0680000000000005,0,0.20199999999999999,0
NGC_2448,116.03399999999999,-24.837,1138.9521640091116,-3.432,2.9410000000000003,0,0.267,0
NGC_2451A,115.736,-38.264,193.61084220716359,-21.116,15.328,0,1.146,0
NGC_2451B,116.12799999999999,-37.954,367.7822728944465,-9.671,4.702,0,0.625,0
NGC_2453,116.89399999999999,-27.194000000000003,4878.048780487805,-2.336,3.4139999999999997,0,0.033,0
NGC_2455,117.28399999999999,-21.298000000000002,3401.360544217687,-2.76,2.7119999999999997,0,0.09300000000000001,0
NGC_2477,118.046,-38.537,1503.7593984962405,-2.449,0.87,0,0.15,0
NGC_2479,118.762,-17.732,1597.444089456869,-4.3180000000000005,1.053,0,0.075,0
NGC_2482,118.787,-24.263,1388.888888888889,-4.7219999999999995,2.189,0,0.149,0
NGC_2489,119.064,-30.06,2150.537634408602,-2.529,2.102,0,0.066,0
NGC_2506,120.01,-10.773,3424.657534246576,-2.571,3.912,0,0.08800000000000001,0
NGC_2509,120.20100000000001,-19.055999999999997,2754.8209366391184,-2.708,0.764,0,0.06,0
NGC_2516,119.527,-60.8,413.7360364087712,-4.748,11.220999999999998,0,0.496,0
NGC_2527,121.24600000000001,-28.122,651.0416666666666,-5.5489999999999995,7.275,0,0.408,0
NGC_2533,121.773,-29.872,3039.5136778115507,-3.1889999999999996,5.041,0,0.055,0
NGC_2539,122.65799999999999,-12.834000000000001,1326.2599469496022,-2.331,-0.584,0,0.187,0
NGC_2546,123.08200000000001,-37.661,967.1179883945841,-3.7569999999999997,3.862,0,0.22899999999999998,0
NGC_2547,122.525,-49.198,391.6960438699569,-8.609,4.262,0,0.28300000000000003,0
NGC_2548,123.412,-5.726,775.7951900698215,-1.3130000000000002,1.0290000000000001,0,0.369,0
NGC_2567,124.645,-30.631,1845.0184501845017,-2.955,2.58,0,0.064,0
NGC_2571,124.723,-29.775,1366.120218579235,-4.902,4.246,0,0.127,0
NGC_2580,125.37100000000001,-30.305999999999997,5154.639175257733,-2.307,1.91,0,0.036000000000000004,0
NGC_2587,125.861,-29.503,3389.8305084745766,-4.248,3.5860000000000003,0,0.11599999999999999,0
NGC_2588,125.79700000000001,-32.972,5025.125628140704,-1.8840000000000001,2.521,0,0.019,0
NGC_2627,129.309,-29.951999999999998,1919.3857965451054,-2.381,2.8789999999999996,0,0.087,0
NGC_2632,130.054,19.621,186.5323633650438,-36.09,-12.919,0,0.985,0
NGC_2635,129.619,-34.777,7042.253521126761,-2.503,2.185,0,0.057,0
NGC_2645,129.774,-46.235,1912.0458891013384,-5.8870000000000005,5.071000000000001,0,0.043,0
NGC_2658,130.868,-32.662,5076.1421319796955,-2.481,2.269,0,0.061,0
NGC_2659,130.634,-44.998999999999995,2212.3893805309735,-5.336,5.0280000000000005,0,0.042,0
NGC_2660,130.667,-47.201,3246.753246753247,-2.763,5.165,0,0.035,0
NGC_2669,131.611,-52.931000000000004,1183.4319526627219,-4.136,4.649,0,0.11800000000000001,0
NGC_2670,131.386,-48.801,1545.5950540958268,-5.379,3.6210000000000004,0,0.11,0
NGC_2671,131.55700000000002,-41.886,1455.6040756914117,-1.569,0.94,0,0.071,0
NGC_2682,132.846,11.814,881.0572687224669,-10.985999999999999,-2.964,0,0.166,0
NGC_2818,139.04399999999998,-36.624,3636.363636363636,-4.439,4.5280000000000005,0,0.078,0
NGC_2849,139.85,-40.52,7042.253521126761,-4.272,3.5189999999999997,0,0.027000000000000003,0
NGC_2866,140.526,-51.1,3048.7804878048782,-5.111000000000001,4.658,0,0.019,0
NGC_2910,142.643,-52.913000000000004,1340.4825737265417,-6.8020000000000005,6.159,0,0.053,0
NGC_2925,143.321,-53.413000000000004,772.2007722007722,-8.533,5.336,0,0.141,0
NGC_2972,145.058,-50.326,2070.393374741201,-5.085,2.489,0,0.043,0
NGC_3033,147.145,-56.415,1879.6992481203006,-7.553999999999999,4.254,0,0.102,0
NGC_3105,150.16899999999998,-54.79,9615.384615384615,-4.1610000000000005,2.714,0,0.018000000000000002,0
NGC_3114,150.553,-60.041000000000004,1048.2180293501046,-7.376,3.779,0,0.41,0
NGC_3228,155.378,-51.81399999999999,491.1591355599214,-14.867,-0.696,0,0.512,0
NGC_3255,156.635,-60.675,8333.333333333334,-5.912999999999999,3.322,0,0.019,0
NGC_3293,158.97,-58.231,2659.574468085106,-7.671,3.344,0,0.066,0
NGC_3324,159.341,-58.615,2808.9887640449433,-7.112,2.782,0,0.049,0
NGC_3330,159.659,-54.148,1811.5942028985505,-7.705,2.9960000000000004,0,0.124,0
NGC_3496,164.877,-60.335,2557.544757033248,-7.4079999999999995,2.668,0,0.09300000000000001,0
NGC_3532,166.417,-58.707,484.02710551790904,-10.385,5.175,0,0.536,0
NGC_3572,167.64,-60.294,2659.574468085106,-6.261,1.893,0,0.07400000000000001,0
NGC_3590,168.262,-60.79,2770.083102493075,-6.1,1.013,0,0.034,0
NGC_3603,168.795,-61.25899999999999,13157.894736842105,-5.542999999999999,1.9609999999999999,0,0.039,0
NGC_366,16.624000000000002,62.218999999999994,2816.9014084507044,-2.0709999999999997,-0.425,0,0.038,0
NGC_3680,171.392,-43.24,1071.8113612004288,-7.278,1.1179999999999999,0,0.149,0
NGC_3766,174.06099999999998,-61.61600000000001,2178.6492374727673,-6.731,0.961,0,0.11599999999999999,0
NGC_381,17.094,61.586000000000006,1180.637544273908,1.6019999999999999,-2.263,0,0.09300000000000001,0
NGC_3960,177.644,-55.678999999999995,2500.0,-6.522,1.8530000000000002,0,0.071,0
NGC_4052,180.446,-63.23,3095.9752321981427,-6.836,0.069,0,0.10099999999999999,0
NGC_4103,181.628,-61.245,2114.1649048625795,-6.184,0.075,0,0.115,0
NGC_433,18.798,60.133,2159.8272138228945,-1.422,-0.72,0,0.057999999999999996,0
NGC_4337,186.02200000000002,-58.125,2801.1204481792715,-8.841000000000001,1.4680000000000002,0,0.055,0
NGC_4349,186.048,-61.86600000000001,2040.8163265306123,-7.827000000000001,-0.29600000000000004,0,0.075,0
NGC_436,19.000999999999998,58.82,3816.793893129771,-0.986,-0.5770000000000001,0,0.045,0
NGC_4439,187.11900000000003,-60.097,2109.704641350211,-7.0889999999999995,-0.413,0,0.063,0
NGC_4463,187.46599999999998,-64.8,1912.0458891013384,-5.3260000000000005,-0.435,0,0.057,0
NGC_457,19.887,58.278,3144.6540880503144,-1.5859999999999999,-0.6609999999999999,0,0.125,0
NGC_4609,190.582,-62.995,1515.151515151515,-4.87,-1.045,0,0.13699999999999998,0
NGC_4755,193.415,-60.371,2164.5021645021643,-4.647,-1.1340000000000001,0,0.086,0
NGC_4815,194.49900000000002,-64.96,3831.417624521073,-5.754,-0.9640000000000001,0,0.055999999999999994,0
NGC_4852,195.046,-59.607,1329.787234042553,-8.118,-1.205,0,0.12300000000000001,0
NGC_5138,201.829,-59.023,1960.7843137254902,-3.597,-1.449,0,0.07,0
NGC_5168,202.791,-60.945,3571.428571428571,-4.131,-1.4780000000000002,0,0.044000000000000004,0
NGC_5269,206.14700000000002,-62.907,2173.913043478261,-4.49,-1.9180000000000001,0,0.048,0
NGC_5281,206.614,-62.916000000000004,1658.374792703151,-4.628,-2.3890000000000002,0,0.046,0
NGC_5288,207.19299999999998,-64.68,2898.5507246376815,-3.85,-1.935,0,0.044000000000000004,0
NGC_5316,208.516,-61.883,1503.7593984962405,-6.297000000000001,-1.515,0,0.17,0
NGC_5381,210.205,-59.578,2638.5224274406332,-6.034,-2.932,0,0.132,0
NGC_5460,211.847,-48.285,746.2686567164179,-6.599,-3.4539999999999997,0,0.258,0
NGC_559,22.386999999999997,63.301,3076.9230769230767,-4.258,0.254,0,0.081,0
NGC_5593,216.419,-54.795,1055.9662090813092,-5.806,-2.0780000000000003,0,0.135,0
NGC_5606,216.946,-59.632,2673.7967914438505,-4.88,-2.897,0,0.034,0
NGC_5617,217.452,-60.718999999999994,2500.0,-5.641,-3.1719999999999997,0,0.11699999999999999,0
NGC_5662,218.734,-56.64,776.3975155279503,-6.4270000000000005,-7.242999999999999,0,0.33,0
NGC_5715,220.859,-57.578,2298.8505747126437,-3.487,-2.324,0,0.065,0
NGC_5749,222.204,-54.501999999999995,1123.5955056179776,-2.7560000000000002,-3.0789999999999997,0,0.139,0
NGC_5764,223.389,-52.667,2114.1649048625795,-3.325,-2.318,0,0.034,0
NGC_581,23.339000000000002,60.659,2680.9651474530833,-1.3840000000000001,-0.49700000000000005,0,0.062,0
NGC_5822,226.051,-54.36600000000001,842.4599831508003,-7.422000000000001,-5.534,0,0.368,0
NGC_5823,226.365,-55.608000000000004,1919.3857965451054,-3.6910000000000003,-2.443,0,0.134,0
NGC_5925,231.847,-54.515,1472.7540500736377,-4.319,-5.142,0,0.19,0
NGC_5999,238.046,-56.482,3067.484662576687,-3.389,-4.216,0,0.044000000000000004,0
NGC_6005,238.955,-57.43899999999999,2762.430939226519,-4.011,-3.81,0,0.057,0
NGC_6025,240.77900000000002,-60.43,788.0220646178092,-2.9010000000000002,-3.035,0,0.292,0
NGC_6031,241.907,-54.013999999999996,1872.6591760299625,-2.134,-3.034,0,0.036000000000000004,0
NGC_6067,243.299,-54.227,2257.3363431151242,-1.9069999999999998,-2.5860000000000003,0,0.11199999999999999,0
NGC_6087,244.72099999999998,-57.916000000000004,975.6097560975611,-1.567,-2.411,0,0.24600000000000002,0
NGC_609,24.101999999999997,64.54,6944.444444444443,-0.6729999999999999,-0.07200000000000001,0,0.026000000000000002,0
NGC_6124,246.332,-40.661,642.2607578676943,-0.203,-2.094,0,0.401,0
NGC_6134,246.953,-49.161,1182.033096926714,2.184,-4.4830000000000005,0,0.156,0
NGC_6152,248.213,-52.629,1683.5016835016836,-2.511,-4.98,0,0.15,0
NGC_6167,248.662,-49.75899999999999,1531.3935681470136,-0.616,-2.8539999999999996,0,0.085,0
NGC_6178,248.93900000000002,-45.635,909.9181073703367,0.521,-3.342,0,0.08,0
NGC_6192,250.077,-43.355,1751.3134851138352,1.653,-0.188,0,0.084,0
NGC_6193,250.31900000000002,-48.777,1231.527093596059,1.278,-4.111000000000001,0,0.156,0
NGC_6204,251.53799999999998,-47.027,1242.2360248447205,-0.69,-0.596,0,0.061,0
NGC_6208,252.33599999999998,-53.714,1204.8192771084339,-0.966,-1.5190000000000001,0,0.162,0
NGC_6216,252.335,-44.721000000000004,2724.795640326975,-1.272,-2.546,0,0.057,0
NGC_6231,253.545,-41.812,1697.792869269949,-0.529,-2.177,0,0.147,0
NGC_6242,253.878,-39.474000000000004,1324.5033112582782,1.149,-0.825,0,0.10400000000000001,0
NGC_6249,254.445,-44.815,1269.0355329949239,1.73,-3.428,0,0.040999999999999995,0
NGC_6250,254.497,-45.951,1012.1457489878543,0.45399999999999996,-2.379,0,0.105,0
NGC_6253,254.778,-52.711999999999996,1776.1989342806396,-4.537,-5.28,0,0.06,0
NGC_6259,255.195,-44.678000000000004,2450.9803921568628,-1.015,-2.892,0,0.14400000000000002,0
NGC_6268,255.524,-39.721,1577.2870662460568,0.9079999999999999,-0.7809999999999999,0,0.08,0
NGC_6281,256.17900000000003,-37.948,533.9028296849973,-1.8559999999999999,-4.0169999999999995,0,0.259,0
NGC_6318,259.04400000000004,-39.424,2439.0243902439024,-0.74,-2.451,0,0.045,0
NGC_6322,259.625,-42.937,1373.6263736263736,0.183,-2.272,0,0.066,0
NGC_6357,261.185,-34.203,1763.668430335097,-0.8540000000000001,-2.083,0,0.052000000000000005,0
NGC_637,25.775,64.038,2958.579881656805,-1.204,0.026000000000000002,0,0.03,0
NGC_6383,263.673,-32.573,1145.475372279496,2.596,-1.7080000000000002,0,0.08199999999999999,0
NGC_6396,264.399,-35.013000000000005,2832.8611898016998,-0.451,-2.05,0,0.028999999999999998,0
NGC_6400,265.062,-36.957,1254.7051442910915,0.499,-2.549,0,0.096,0
NGC_6404,264.916,-33.224000000000004,2816.9014084507044,0.19399999999999998,-0.705,0,0.061,0
NGC_6405,265.069,-32.242,460.40515653775327,-1.306,-5.847,0,0.275,0
NGC_6416,266.014,-32.344,1084.5986984815618,-1.946,-2.327,0,0.24100000000000002,0
NGC_6425,266.733,-31.506999999999998,1013.1712259371834,3.801,-1.6469999999999998,0,0.114,0
NGC_6444,267.408,-34.816,1808.3182640144666,-0.9359999999999999,-0.902,0,0.102,0
NGC_6451,267.675,-30.206,3289.4736842105262,-0.105,-1.335,0,0.078,0
NGC_6469,268.277,-22.3,1703.577512776831,0.638,0.813,0,0.061,0
NGC_6475,268.447,-34.841,279.9552071668533,3.0989999999999998,-5.426,0,0.8340000000000001,0
NGC_6494,269.237,-18.987000000000002,738.5524372230428,0.284,-1.8090000000000002,0,0.292,0
NGC_6520,270.856,-27.884,1798.5611510791366,0.688,-0.418,0,0.027999999999999997,0
NGC_6531,271.036,-22.505,1253.1328320802006,0.525,-1.521,0,0.11800000000000001,0
NGC_654,26.008000000000003,61.883,3194.888178913738,-1.0859999999999999,-0.265,0,0.053,0
NGC_6561,272.659,-16.74,1526.7175572519084,-0.002,-0.754,0,0.08199999999999999,0
NGC_6568,273.192,-21.612,1068.3760683760684,0.593,-1.3769999999999998,0,0.14,0
NGC_6583,273.962,-22.143,2421.3075060532688,1.3030000000000002,0.11,0,0.046,0
NGC_659,26.108,60.678999999999995,3484.3205574912895,-0.7959999999999999,-0.257,0,0.064,0
NGC_6603,274.616,-18.409000000000002,3086.41975308642,0.11900000000000001,-2.042,0,0.04,0
NGC_6611,274.688,-13.792,1766.7844522968196,0.17800000000000002,-1.5759999999999998,0,0.063,0
NGC_6613,274.98900000000003,-17.089000000000002,1562.5,-0.508,-0.917,0,0.057999999999999996,0
NGC_663,26.586,61.211999999999996,3125.0,-1.11,-0.235,0,0.15,0
NGC_6631,276.79,-12.029000000000002,3039.5136778115507,-0.38799999999999996,-2.918,0,0.049,0
NGC_6633,276.845,6.615,396.03960396039605,1.198,-1.811,0,0.36,0
NGC_6645,278.158,-16.918,1841.620626151013,1.34,-0.633,0,0.121,0
NGC_6649,278.35900000000004,-10.399000000000001,2141.327623126338,-0.006999999999999999,-0.055,0,0.057,0
NGC_6664,279.125,-8.193999999999999,2136.7521367521367,-0.08900000000000001,-2.5610000000000004,0,0.102,0
NGC_6694,281.317,-9.386000000000001,1908.3969465648854,0.14400000000000002,-1.411,0,0.059000000000000004,0
NGC_6704,282.687,-5.202999999999999,2304.147465437788,-0.73,-3.139,0,0.037000000000000005,0
NGC_6705,282.76599999999996,-6.272,2341.9203747072597,-1.568,-4.144,0,0.07400000000000001,0
NGC_6709,282.836,10.334000000000001,1097.6948408342482,1.4140000000000001,-3.532,0,0.14,0
